0.65229926,0.04377532,0.02002959,0.83921258,0.58714305,0.22470523,0.75179227,0.26369220,0.41997791,0.45103139,0.95531458,0.89190167,0.27863303,0.27853430,0.42199957
0.00407772,0.30892377,0.95175402,0.83820478,0.53512826,0.48548855,0.94512668,0.59317419,0.94286792,0.99788174,0.03376465,0.11856060,0.76119884,0.12613747,0.34184286
0.30001929,0.55104509,0.05061976,0.45097038,0.55541656,0.11917052,0.34142509,0.50455175,0.30396511,0.41783634,0.41456100,0.09331384,0.58799640,0.07405586,0.58051943
0.08287152,0.53912382,0.85076898,0.28879626,0.08274486,0.32048009,0.42449919,0.61216561,0.15153183,0.00396136,0.84308231,0.45508932,0.57363061,0.80132816,0.76324704
0.86193407,0.32195104,0.19379455,0.01270358,0.39605705,0.60650514,0.56651763,0.87881622,0.82777832,0.49653529,0.12269103,0.50057660,0.91948609,0.88085581,0.67407559
0.65890574,0.82903212,0.68703841,0.62419285,0.40176159,0.39950676,0.48634354,0.88172990,0.64152684,0.82546494,0.50268090,0.53646543,0.69879296,0.69457628,0.21947346
0.92693474,0.22467368,0.65817429,0.36235506,0.28150132,0.99322599,0.67953085,0.28335930,0.72718902,0.75265104,0.36286851,0.93316466,0.96948513,0.26542250,0.73068872
0.20190041,0.21841922,0.77264494,0.94521576,0.49597075,0.31403130,0.28230690,0.45379243,0.64028066,0.91898957,0.74751909,0.87956059,0.75883529,0.43039237,0.95345302
0.60702548,0.45320303,0.67859766,0.75345026,0.57134543,0.48334962,0.91388379,0.50790881,0.53805063,0.93664188,0.96114887,0.65180861,0.42821136,0.14471262,0.09949524
0.30438475,0.00996274,0.84813777,0.22370561,0.15942489,0.49201404,0.63923365,0.04034077,0.12739326,0.95981155,0.61004632,0.93295245,0.21088228,0.80032904,0.14632321
0.62088736,0.80429679,0.16802044,0.09119957,0.64647904,0.47904300,0.53804259,0.69395835,0.84711186,0.63701225,0.83101137,0.97374615,0.98895085,0.39269301,0.24177873
0.86276492,0.33036827,0.80624212,0.20165601,0.17489233,0.43386117,0.39178852,0.08157375,0.95856593,0.32417561,0.11572699,0.24693420,0.07311397,0.56104337,0.79393252
0.67006779,0.39928527,0.78475314,0.41999053,0.00692485,0.40752390,0.11583361,0.14752370,0.14181223,0.29924825,0.33015436,0.58063268,0.93406534,0.58770641,0.84350981
0.97856660,0.52684071,0.10238840,0.04890340,0.84300439,0.63309997,0.49381627,0.72980946,0.00315015,0.85420060,0.72082299,0.53983812,0.68156099,0.59353650,0.44584227
0.49880479,0.00643150,0.65525395,0.98310457,0.43518694,0.12683261,0.63695157,0.44288880,0.16516845,0.46999165,0.14560828,0.81937694,0.48345893,0.75274721,0.11915215
0.08410531,0.84947587,0.43500026,0.77549062,0.09885680,0.23678575,0.91047509,0.11627355,0.53764056,0.27767222,0.30094022,0.04977033,0.68019749,0.04819146,0.33583262
0.53489037,0.97254917,0.85228426,0.48672028,0.81392318,0.34807460,0.03335265,0.20696306,0.05658573,0.32194163,0.53219175,0.34444384,0.52723728,0.50729612,0.26120922
0.85237602,0.40908894,0.20369408,0.55688981,0.58840671,0.60049750,0.72095908,0.41838025,0.17875997,0.93226796,0.64819298,0.13127318,0.20368319,0.40638223,0.60456119
0.98758760,0.23945353,0.70941883,0.92973271,0.38510703,0.70665093,0.15876359,0.41906158,0.29549734,0.37711396,0.28685307,0.77995781,0.56368971,0.79726986,0.36883519
0.33109325,0.32490250,0.24420014,0.70552461,0.88539276,0.18037445,0.03684568,0.05765911,0.04278750,0.48921410,0.76787537,0.34159982,0.40388164,0.89264488,0.91712900
0.08497896,0.25256654,0.98439382,0.79617129,0.90860337,0.80361407,0.41776704,0.52551226,0.70324975,0.70184239,0.56080873,0.00746930,0.96903872,0.34545331,0.05316001
0.63817275,0.55293487,0.60668480,0.78851230,0.10156737,0.91028056,0.74323010,0.24161937,0.57693510,0.91293931,0.42774839,0.69662133,0.73562847,0.82639670,0.48484929
0.62783560,0.54908329,0.45631109,0.20267598,0.44078752,0.40651347,0.21210289,0.03186359,0.50143832,0.59109550,0.92235702,0.56286367,0.38750004,0.00222050,0.08766880
0.25106982,0.43182858,0.17096864,0.86619977,0.02403045,0.59045769,0.69448122,0.31048195,0.56472054,0.76714707,0.78413368,0.17889687,0.72802413,0.91233621,0.09369240
0.34550121,0.87885761,0.22616121,0.18988473,0.91279667,0.69739700,0.37199793,0.94190767,0.83635425,0.56507387,0.81555354,0.59173200,0.57603016,0.29591075,0.60646464
0.01719333,0.73864936,0.80463568,0.18274524,0.30229876,0.22071186,0.02997312,0.34065798,0.42813426,0.79328435,0.80261628,0.57413122,0.23199155,0.74676895,0.07220947
0.76402284,0.30699301,0.98403945,0.28102457,0.30425409,0.87446225,0.26271573,0.89705386,0.02120592,0.97660388,0.84186483,0.40898354,0.82710583,0.90335457,0.86245372
0.19619249,0.03154911,0.44635874,0.97929177,0.47339997,0.41547955,0.37765116,0.60765986,0.87663480,0.84082012,0.01407395,0.39040330,0.04113430,0.35059116,0.12441458
